net,length_um
net1111,35.88µm
net62337,35.88µm
_023976_,35.87µm
_000068_,35.86µm
_012245_,35.86µm
_031787_,35.86µm
_033303_,35.86µm
_036626_,35.86µm
_036818_,35.86µm
_012927_,35.84µm
_032715_,35.84µm
_037626_,35.84µm
net11052,35.84µm
net61899,35.84µm
_022692_,35.82µm
_051321_,35.82µm
net5112,35.82µm
net11005,35.82µm
_011250_,35.8µm
_015007_,35.8µm
_051442_,35.8µm
net16155,35.8µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[581\],35.785µm
_024693_,35.78µm
_026372_,35.78µm
_009291_,35.77µm
_021838_,35.76µm
_032643_,35.76µm
_044485_,35.76µm
_047977_,35.76µm
i2c_master_inst.phase\[0\],35.76µm
net20094,35.76µm
net66284,35.76µm
_018979_,35.745µm
_024637_,35.74µm
_040411_,35.74µm
_051179_,35.74µm
_054579_,35.74µm
_011298_,35.72µm
_011815_,35.72µm
_024087_,35.72µm
_042407_,35.72µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[540\],35.72µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[1\].u_cell.rdata\[17\],35.72µm
net22634,35.72µm
net24489,35.72µm
_040964_,35.705µm
_011872_,35.7µm
_035198_,35.7µm
_035915_,35.7µm
_041830_,35.7µm
_043010_,35.7µm
net3000,35.7µm
net4552,35.7µm
net19726,35.7µm
_040712_,35.695µm
_013357_,35.68µm
_022903_,35.68µm
_026962_,35.68µm
_041395_,35.68µm
_056112_,35.68µm
net26208,35.68µm
net26788,35.68µm
net64665,35.68µm
net61522,35.665µm
_009807_,35.66µm
_034240_,35.66µm
_040022_,35.66µm
_042906_,35.66µm
_043112_,35.66µm
_047599_,35.66µm
_048685_,35.66µm
net18440,35.66µm
net24205,35.66µm
_037662_,35.64µm
_041780_,35.64µm
_045705_,35.64µm
_055362_,35.64µm
_017777_,35.62µm
_017881_,35.62µm
_025496_,35.62µm
_027408_,35.62µm
_045435_,35.62µm
load_done_irq,35.62µm
data_bram_ctrl_inst.data_ram.u_mem.g_2k\[1\].u_cell.rdata\[16\],35.61µm
_013647_,35.6µm
_020924_,35.6µm
_040036_,35.6µm
_046982_,35.6µm
_049799_,35.6µm
_050624_,35.6µm
_057138_,35.6µm
net12200,35.6µm
net19758,35.6µm
net29935,35.6µm
net59054,35.58µm
_020623_,35.56µm
_029334_,35.56µm
_043681_,35.56µm
net26922,35.56µm
_032025_,35.54µm
_010286_,35.52µm
_011069_,35.52µm
_012355_,35.52µm
_012987_,35.52µm
_033013_,35.52µm
_054033_,35.52µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[178\],35.52µm
net29868,35.52µm
_040513_,35.5µm
_057361_,35.5µm
net63890,35.5µm
_012234_,35.48µm
_022588_,35.48µm
_025203_,35.48µm
_032046_,35.48µm
_032099_,35.48µm
_044726_,35.48µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[39\],35.48µm
net58672,35.48µm
_035073_,35.46µm
_048163_,35.46µm
net14987,35.46µm
net29547,35.46µm
_022864_,35.445µm
_020528_,35.44µm
_029342_,35.44µm
conv_accelerator_inst.acc\[34\],35.44µm
net59433,35.44µm
_045023_,35.42µm
_047695_,35.42µm
_014032_,35.4µm
_016468_,35.4µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[1\].u_cell.rdata\[31\],35.39µm
_048900_,35.38µm
_048956_,35.38µm
_059543_,35.38µm
net16511,35.38µm
_031882_,35.365µm
_013008_,35.36µm
_031358_,35.36µm
_039835_,35.36µm
_049192_,35.36µm
timer_inst.TIM_ARE\[25\],35.36µm
net6726,35.36µm
net15047,35.36µm
net26436,35.36µm
cpu_inst.CORE.core_i.cs_registers_i.mepc_o\[22\],35.345µm
_028746_,35.34µm
_032326_,35.34µm
_035852_,35.34µm
_041524_,35.34µm
_044929_,35.34µm
_050632_,35.34µm
conv_accelerator_inst.fc_scores\[2\]\[26\],35.34µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[229\],35.34µm
net17378,35.34µm
net60888,35.34µm
_014489_,35.32µm
_014579_,35.32µm
_051840_,35.32µm
timer_inst.TIM_PRE_m\[15\],35.305µm
_022355_,35.3µm
_040683_,35.3µm
_058282_,35.3µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[770\],35.3µm
net2402,35.3µm
net16800,35.3µm
_009267_,35.28µm
cpu_inst.CORE.core_i.cs_registers_i.gen_trigger_regs.tmatch_value_q\[8\],35.28µm
net687,35.28µm
_021544_,35.26µm
_028630_,35.26µm
_043089_,35.26µm
_049582_,35.26µm
_051825_,35.26µm
_056266_,35.26µm
timer_inst.TIM_PRE_m\[22\],35.26µm
net2374,35.26µm
net22288,35.26µm
net22346,35.26µm
_020059_,35.24µm
_026582_,35.24µm
_028716_,35.24µm
_029418_,35.24µm
_037596_,35.24µm
_023483_,35.225µm
_025966_,35.225µm
_012976_,35.22µm
_031849_,35.22µm
_038821_,35.22µm
_044939_,35.22µm
_050066_,35.22µm
_051299_,35.22µm
_051765_,35.22µm
qspi_master_inst.shift_byte\[23\],35.22µm
_013915_,35.205µm
_011649_,35.2µm
_057698_,35.2µm
conv_accelerator_inst.fc_acc\[16\],35.2µm
uart_yz_inst.tx_tick_cnt\[8\],35.185µm
_025151_,35.18µm
_026859_,35.18µm
net9213,35.17µm
net64982,35.17µm
_028763_,35.16µm
_045775_,35.16µm
conv_accelerator_inst.wb_prod\[154\],35.16µm
net183,35.16µm
net2702,35.16µm
net10063,35.16µm
net10975,35.16µm
net11789,35.16µm
net12508,35.16µm
_025717_,35.14µm
_025991_,35.14µm
_026799_,35.14µm
_034510_,35.14µm
_043886_,35.14µm
_047644_,35.14µm
timer_inst.TIM_CNT\[20\],35.14µm
net4621,35.14µm
net4985,35.14µm
net64584,35.14µm
_011939_,35.12µm
_027855_,35.12µm
_027933_,35.12µm
_049256_,35.12µm
_051660_,35.12µm
_059902_,35.12µm
conv_accelerator_inst.u_conv_buf_ram.u_mem.rdata32\[25\],35.12µm
qspi_master_inst.QSPI_CCR\[7\],35.12µm
net61428,35.12µm
net61687,35.12µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[2\],35.115µm
timer_inst.TIM_CNT\[27\],35.11µm
net24753,35.11µm
_009720_,35.1µm
_010118_,35.1µm
_013766_,35.1µm
_022447_,35.1µm
_031856_,35.1µm
_038272_,35.1µm
net65233,35.1µm
data_bram_ctrl_inst.data_ram.u_mem.g_2k\[1\].u_cell.rdata\[15\],35.09µm
net64420,35.09µm
_012672_,35.085µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[109\],35.085µm
_037600_,35.08µm
conv_accelerator_inst.wb_prod\[212\],35.08µm
net16057,35.08µm
net64334,35.08µm
_009965_,35.06µm
_012031_,35.06µm
_041595_,35.06µm
_052444_,35.06µm
_059809_,35.06µm
boot_dma_data\[25\],35.06µm
conv_accelerator_inst.fc_scores\[3\]\[14\],35.06µm
qspi_master_inst.FIFO_RX\[4\]\[28\],35.06µm
net6476,35.06µm
net6576,35.06µm
net9851,35.06µm
net10580,35.06µm
net65962,35.06µm
uart_gu_inst.tx_tick_cnt\[12\],35.055µm
_012059_,35.04µm
_012263_,35.04µm
_013658_,35.04µm
_026362_,35.04µm
net14566,35.04µm
net59770,35.04µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[576\],35.035µm
_012713_,35.02µm
_026330_,35.02µm
_035622_,35.02µm
_037173_,35.02µm
_040331_,35.02µm
_030501_,35µm
_044482_,35µm
axi_instr_bram_bvalid,35µm
net49833,35µm
_021212_,34.985µm
_022314_,34.98µm
_023896_,34.98µm
uart_gu_inst.rx_tick_cnt\[18\],34.98µm
yz_bram_ctrl_inst.addr_cnt\[5\],34.98µm
_009341_,34.96µm
_046478_,34.96µm
_053867_,34.96µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[638\],34.96µm
i2c_master_inst.data_cnt\[0\],34.95µm
_059232_,34.945µm
_010320_,34.94µm
_014498_,34.94µm
_027785_,34.94µm
_039558_,34.94µm
_056576_,34.94µm
net17507,34.94µm
net60655,34.94µm
net65518,34.935µm
_010500_,34.92µm
_026033_,34.92µm
_039231_,34.92µm
_057139_,34.92µm
net17988,34.92µm
net19773,34.92µm
net60397,34.92µm
net64555,34.915µm
_026753_,34.9µm
_029290_,34.9µm
_040900_,34.9µm
_042028_,34.9µm
_056250_,34.9µm
net5190,34.9µm
net8506,34.9µm
net59018,34.9µm
_033171_,34.89µm
_000021_,34.885µm
cpu_inst.CORE.core_i.cs_registers_i.depc_o\[20\],34.885µm
_026277_,34.88µm
_031261_,34.88µm
_047629_,34.88µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[356\],34.88µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[3\].u_cell.rdata\[13\],34.88µm
net19626,34.88µm
_051799_,34.86µm
net62445,34.86µm
net63137,34.86µm
_024684_,34.84µm
_025416_,34.84µm
_026662_,34.84µm
_033876_,34.84µm
net9251,34.84µm
net14071,34.84µm
net25700,34.84µm
net49791,34.84µm
_010760_,34.82µm
net49767,34.82µm
_054163_,34.81µm
_032327_,34.805µm
_049542_,34.805µm
_013702_,34.8µm
_021062_,34.8µm
_026772_,34.8µm
_047203_,34.8µm
_049274_,34.8µm
_057585_,34.8µm
_059420_,34.8µm
net3442,34.8µm
net3768,34.8µm
net61357,34.8µm
_009412_,34.78µm
_028892_,34.78µm
_048614_,34.78µm
timer_inst.TIM_CNT\[11\],34.78µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[3\].u_cell.rdata\[26\],34.78µm
net10290,34.78µm
_014021_,34.76µm
_038731_,34.76µm
_045598_,34.76µm
_051971_,34.76µm
_059330_,34.76µm
_028170_,34.74µm
_039454_,34.74µm
qspi_master_inst.shift_byte\[19\],34.74µm
_035005_,34.73µm
_018919_,34.725µm
_009350_,34.72µm
_010368_,34.72µm
_010681_,34.72µm
_011051_,34.72µm
_013023_,34.72µm
_020480_,34.72µm
_028128_,34.72µm
_030447_,34.72µm
_037154_,34.72µm
_044228_,34.72µm
_048189_,34.72µm
_049312_,34.72µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[2\].u_cell.rdata\[13\],34.72µm
net29666,34.72µm
net65226,34.705µm
_011416_,34.7µm
_022734_,34.7µm
_026266_,34.7µm
_031915_,34.7µm
_041114_,34.7µm
_059239_,34.7µm
qspi_master_inst.fifo_rx_cnt\[0\],34.7µm
net10506,34.7µm
_028114_,34.69µm
_012422_,34.685µm
_012487_,34.685µm
_017578_,34.68µm
_022641_,34.68µm
_023068_,34.68µm
_046116_,34.68µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[206\],34.68µm
net4638,34.68µm
net5887,34.68µm
net6287,34.68µm
net6337,34.68µm
net7981,34.68µm
net22324,34.68µm
_058041_,34.675µm
_030413_,34.67µm
_021639_,34.665µm
_034325_,34.665µm
_029820_,34.66µm
_039632_,34.66µm
conv_accelerator_inst.wb_bytes\[52\],34.66µm
_055518_,34.65µm
_010146_,34.64µm
_013041_,34.64µm
_020590_,34.64µm
_023080_,34.64µm
_044389_,34.64µm
_052884_,34.64µm
_055436_,34.64µm
net27365,34.64µm
net64501,34.64µm
_024120_,34.625µm
cpu_inst.CORE.core_i.cs_registers_i.depc_o\[26\],34.625µm
_034007_,34.62µm
_039625_,34.62µm
_044480_,34.62µm
net64440,34.62µm
_021845_,34.6µm
_028209_,34.6µm
_038910_,34.6µm
_040463_,34.6µm
cpu_inst.CORE.core_i.ex_stage_i.alu_i.alu_div_i.BReg_DP\[25\],34.6µm
net3270,34.6µm
net4411,34.6µm
net7952,34.6µm
net63908,34.585µm
_012582_,34.58µm
_017813_,34.58µm
_024596_,34.58µm
_036372_,34.58µm
_038728_,34.58µm
_045141_,34.58µm
timer_inst.TIM_ARE\[3\],34.58µm
net30242,34.58µm
net63779,34.58µm
net64199,34.58µm
_013168_,34.575µm
net29494,34.57µm
cpu_inst.CORE.core_i.load_store_unit_i.rdata_q\[30\],34.565µm
_010546_,34.56µm
_036775_,34.56µm
_041196_,34.56µm
net19711,34.56µm
net61411,34.56µm
_024141_,34.55µm
_023213_,34.54µm
_024539_,34.54µm
_032419_,34.54µm
_053303_,34.54µm
_015057_,34.52µm
_029086_,34.52µm
_033593_,34.52µm
_046139_,34.52µm
_050654_,34.52µm
net60780,34.52µm
net64738,34.52µm
_013249_,34.5µm
_025803_,34.5µm
_025919_,34.5µm
_038605_,34.5µm
_046326_,34.5µm
_054433_,34.48µm
net60586,34.48µm
_023873_,34.465µm
_022237_,34.46µm
_028722_,34.46µm
_030232_,34.46µm
_058168_,34.46µm
yz_bram_ctrl_inst.addr_cnt\[4\],34.46µm
net7581,34.46µm
_028178_,34.44µm
_046676_,34.44µm
qspi_master_inst.QSPI_STA\[5\],34.44µm
net61215,34.44µm
net61671,34.44µm
_012519_,34.43µm
net25649,34.43µm
_035969_,34.42µm
_043419_,34.42µm
_044054_,34.42µm
_055686_,34.42µm
conv_accelerator_inst.acc\[197\],34.42µm
cpu_inst.CORE.core_i.cs_registers_i.pc_if_i\[19\],34.42µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[90\],34.42µm
net20089,34.42µm
_043813_,34.4µm
_024070_,34.38µm
_029709_,34.38µm
_041451_,34.38µm
_043771_,34.38µm
uart_yz_inst.rx_tick_cnt\[28\],34.38µm
net8744,34.38µm
net10967,34.38µm
net11749,34.38µm
net11770,34.38µm
_013113_,34.375µm
_023174_,34.365µm
_018588_,34.36µm
_022603_,34.36µm
net61861,34.36µm
net61880,34.36µm
net65344,34.36µm
_020684_,34.34µm
_033188_,34.34µm
_044368_,34.34µm
net22415,34.34µm
_021451_,34.32µm
_026521_,34.32µm
_041799_,34.32µm
qspi_master_inst.QSPI_CCR\[22\],34.32µm
_019279_,34.31µm
_035108_,34.3µm
_044502_,34.3µm
_052645_,34.3µm
boot_dma_data\[22\],34.3µm
cpu_inst.CORE.core_i.cs_registers_i.pc_if_i\[30\],34.3µm
net66372,34.3µm
_030915_,34.29µm
_031300_,34.29µm
_050894_,34.285µm
_015435_,34.28µm
_036572_,34.28µm
_042837_,34.28µm
_057062_,34.28µm
net24925,34.28µm
net27212,34.28µm
_010033_,34.26µm
_016441_,34.26µm
_018120_,34.26µm
_021162_,34.26µm
_023565_,34.26µm
_032812_,34.26µm
_053900_,34.26µm
net1377,34.26µm
net28062,34.26µm
_017758_,34.24µm
_026777_,34.24µm
net65072,34.24µm
_018829_,34.22µm
_020581_,34.22µm
_026458_,34.22µm
_036112_,34.22µm
_037210_,34.22µm
_053759_,34.22µm
net61026,34.22µm
net65461,34.22µm
_016693_,34.21µm
_023739_,34.21µm
net27510,34.21µm
_009373_,34.2µm
_014309_,34.2µm
_014383_,34.2µm
_016679_,34.2µm
_018632_,34.2µm
_024557_,34.2µm
_034844_,34.2µm
_034861_,34.2µm
_035490_,34.2µm
_041079_,34.2µm
_048092_,34.2µm
_050672_,34.2µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[944\],34.2µm
uart_gu_inst.tx_tick_cnt\[11\],34.2µm
_010966_,34.18µm
_031879_,34.18µm
conv_accelerator_inst.wb_prod\[148\],34.18µm
_014471_,34.16µm
_019322_,34.16µm
_028126_,34.16µm
_043660_,34.16µm
net59659,34.16µm
_010255_,34.14µm
_017715_,34.14µm
_018479_,34.14µm
_027750_,34.14µm
_036474_,34.14µm
_039827_,34.14µm
_043600_,34.14µm
_050920_,34.14µm
_059351_,34.14µm
net19522,34.14µm
_012621_,34.135µm
_025413_,34.135µm
net25060,34.13µm
_019963_,34.12µm
_025969_,34.12µm
_052871_,34.12µm
_055420_,34.12µm
_059926_,34.12µm
instr_bram_ctrl_inst.instr_ram.u_mem.g_2k\[2\].u_cell.rdata\[9\],34.11µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[966\],34.105µm
_023284_,34.1µm
_025430_,34.1µm
_029684_,34.1µm
_032453_,34.095µm
_027059_,34.08µm
_048139_,34.08µm
net29437,34.08µm
_013372_,34.06µm
_042558_,34.06µm
_044107_,34.06µm
_059908_,34.06µm
net156,34.06µm
net65976,34.06µm
clknet_leaf_214_clk_i_regs,34.05µm
_010665_,34.04µm
_020446_,34.04µm
_032825_,34.04µm
_043280_,34.04µm
net19593,34.04µm
_053189_,34.02µm
_059597_,34.02µm
net13595,34.02µm
net27331,34.02µm
_011437_,34.01µm
_031852_,34µm
_044522_,34µm
_046547_,34µm
_059645_,34µm
net1455,34µm
net61438,34µm
net63569,34µm
net64461,34µm
_014792_,33.985µm
_015560_,33.98µm
_017344_,33.98µm
_024404_,33.98µm
_041736_,33.98µm
_059055_,33.98µm
cpu_inst.CORE.core_i.cs_registers_i.mtvec_o\[14\],33.98µm
_021033_,33.96µm
_021194_,33.96µm
_023979_,33.96µm
_025086_,33.96µm
_030302_,33.96µm
_031693_,33.96µm
_049176_,33.96µm
conv_accelerator_inst.wb_base2\[5\],33.96µm
i2c_master_inst.data_cnt\[1\],33.96µm
qspi_master_inst.to_do_list\[1\],33.96µm
timer_inst.TIM_PRE_m\[13\],33.96µm
net29692,33.96µm
_020236_,33.94µm
_023982_,33.94µm
_031985_,33.94µm
_039392_,33.94µm
_043431_,33.94µm
_049700_,33.94µm
_052274_,33.94µm
_055215_,33.94µm
net63415,33.94µm
net65632,33.94µm
_018429_,33.92µm
_020311_,33.92µm
_058924_,33.92µm
_009300_,33.9µm
_018758_,33.9µm
_056137_,33.9µm
net3187,33.9µm
net13879,33.9µm
net60508,33.9µm
net65433,33.9µm
_000447_,33.88µm
_043075_,33.88µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[779\],33.88µm
net3629,33.88µm
_025851_,33.875µm
_029639_,33.87µm
_011646_,33.86µm
_016563_,33.86µm
_025005_,33.86µm
_041000_,33.86µm
cpu_inst.CORE.core_i.cs_registers_i.depc_o\[29\],33.86µm
net12864,33.86µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[455\],33.845µm
_022389_,33.84µm
_034170_,33.84µm
_044468_,33.84µm
net6279,33.84µm
net12903,33.84µm
_024084_,33.82µm
_045029_,33.82µm
_046461_,33.82µm
_047653_,33.82µm
_047694_,33.82µm
_047745_,33.82µm
_048814_,33.82µm
net14567,33.82µm
data_bram_ctrl_inst.data_ram.u_mem.g_2k\[1\].u_cell.rdata\[9\],33.81µm
uart_gu_inst.UART_TDR\[3\],33.805µm
_024322_,33.8µm
_024924_,33.8µm
_027169_,33.8µm
boot_dma_data\[17\],33.8µm
net66388,33.8µm
_013102_,33.78µm
_014570_,33.78µm
_019243_,33.78µm
_022170_,33.78µm
_022478_,33.78µm
net8014,33.78µm
net60660,33.78µm
_027665_,33.76µm
_033386_,33.76µm
_044237_,33.76µm
_050706_,33.76µm
conv_accelerator_inst.fc_scores\[3\]\[25\],33.76µm
net14631,33.76µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[174\],33.755µm
_014076_,33.74µm
_017442_,33.74µm
_017499_,33.74µm
_027105_,33.74µm
_032424_,33.74µm
_035018_,33.74µm
_042063_,33.74µm
_051469_,33.74µm
_053931_,33.74µm
_023093_,33.72µm
_029655_,33.72µm
_037212_,33.72µm
_038101_,33.72µm
_042144_,33.72µm
_047234_,33.72µm
_055634_,33.72µm
cpu_inst.CORE.core_i.id_stage_i.decoder_i.instr_rdata_i\[1\],33.72µm
net24321,33.72µm
net61016,33.72µm
_058702_,33.715µm
instr_bram_ctrl_inst.instr_ram.u_mem.g_2k\[0\].u_cell.rdata\[11\],33.71µm
_010905_,33.7µm
_051556_,33.7µm
_054113_,33.7µm
_012988_,33.68µm
_013339_,33.68µm
_035449_,33.68µm
_040137_,33.68µm
_052112_,33.68µm
net1623,33.68µm
net7089,33.68µm
net11667,33.68µm
net30004,33.68µm
_053349_,33.67µm
_015805_,33.66µm
_022706_,33.66µm
_026645_,33.66µm
_040919_,33.66µm
_045284_,33.66µm
timer_inst.TIM_CNT\[15\],33.66µm
instr_bram_ctrl_inst.instr_ram.u_mem.g_2k\[2\].u_cell.rdata\[0\],33.65µm
_052440_,33.64µm
net1023,33.64µm
net60144,33.64µm
net64367,33.625µm
_019300_,33.62µm
UART_YZ_rdata\[7\],33.61µm
_031061_,33.61µm
net60905,33.605µm
_030357_,33.6µm
_038904_,33.6µm
_041941_,33.6µm
_053708_,33.6µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[206\],33.6µm
net49976,33.595µm
_000017_,33.58µm
_027410_,33.58µm
cpu_inst.CORE.core_i.ex_stage_i.alu_i.alu_div_i.BReg_DP\[7\],33.58µm
_009639_,33.56µm
_024819_,33.56µm
_043106_,33.56µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[694\],33.56µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_1k.u_cell.rdata\[7\],33.56µm
net61138,33.56µm
net62794,33.56µm
_013608_,33.54µm
_047481_,33.54µm
_056098_,33.54µm
_058549_,33.54µm
conv_accelerator_inst.wb_prod\[321\],33.54µm
net3823,33.54µm
net8194,33.54µm
net25003,33.53µm
_012322_,33.52µm
_017363_,33.52µm
_021420_,33.52µm
_028086_,33.52µm
_033670_,33.52µm
_038577_,33.52µm
_048517_,33.52µm
_051531_,33.51µm
data_bram_ctrl_inst.data_ram.u_mem.g_2k\[1\].u_cell.rdata\[19\],33.51µm
_012511_,33.5µm
_019248_,33.5µm
_022433_,33.5µm
_027701_,33.5µm
_027793_,33.5µm
_030788_,33.5µm
_031658_,33.5µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[500\],33.5µm
net3400,33.5µm
_018308_,33.49µm
_026921_,33.48µm
_031267_,33.48µm
_049561_,33.48µm
_050350_,33.48µm
_055803_,33.47µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[0\].u_cell.rdata\[17\],33.47µm
_011174_,33.46µm
_022667_,33.46µm
_024696_,33.46µm
_025131_,33.46µm
_032138_,33.46µm
_046270_,33.46µm
_057081_,33.46µm
net2808,33.46µm
net3848,33.46µm
net8569,33.46µm
net17726,33.46µm
net30466,33.46µm
net30741,33.46µm
_029375_,33.45µm
_049535_,33.445µm
net63684,33.445µm
_023013_,33.44µm
_023998_,33.44µm
_035926_,33.44µm
_043772_,33.44µm
net12515,33.44µm
net27749,33.44µm
_025947_,33.435µm
_013216_,33.43µm
_025906_,33.42µm
_026312_,33.42µm
_026594_,33.42µm
_033098_,33.42µm
_056169_,33.42µm
_056191_,33.42µm
_022584_,33.4µm
_032827_,33.4µm
_059793_,33.4µm
_023255_,33.39µm
_012571_,33.38µm
_024870_,33.38µm
net11053,33.38µm
net62001,33.38µm
_021231_,33.36µm
_047142_,33.36µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[147\],33.36µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[112\],33.36µm
net61079,33.36µm
_018760_,33.34µm
_021472_,33.34µm
_023514_,33.34µm
_025333_,33.34µm
_029549_,33.34µm
_030425_,33.34µm
_037703_,33.34µm
_058416_,33.34µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[765\],33.34µm
net6723,33.34µm
net12657,33.34µm
net30759,33.34µm
net60260,33.34µm
net60518,33.34µm
net65172,33.34µm
net64722,33.33µm
_028057_,33.32µm
_032014_,33.32µm
_048280_,33.32µm
_055392_,33.32µm
net8411,33.31µm
_011365_,33.3µm
_038190_,33.3µm
_049117_,33.3µm
_055636_,33.3µm
conv_accelerator_inst.fc_idx\[1\],33.3µm
net60725,33.3µm
net64660,33.3µm
net65009,33.3µm
_015399_,33.28µm
_016404_,33.28µm
_017610_,33.28µm
_034132_,33.28µm
_011615_,33.26µm
_019548_,33.26µm
_024920_,33.26µm
_030804_,33.26µm
_044941_,33.26µm
_048063_,33.26µm
cpu_inst.CORE.core_i.ex_stage_i.alu_i.alu_div_i.BReg_DP\[13\],33.26µm
net62550,33.26µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[38\],33.255µm
net63450,33.255µm
net25538,33.25µm
conv_accelerator_inst.fc_scores\[1\]\[29\],33.245µm
net61482,33.245µm
_025899_,33.24µm
_026213_,33.24µm
_033054_,33.24µm
_050459_,33.24µm
conv_accelerator_inst.prod\[96\],33.24µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[226\],33.24µm
net19839,33.24µm
net25390,33.23µm
_034312_,33.225µm
_043596_,33.225µm
_011018_,33.22µm
_027288_,33.22µm
_028149_,33.22µm
_028486_,33.22µm
_028792_,33.22µm
_048381_,33.22µm
_057726_,33.22µm
net2687,33.22µm
net2804,33.22µm
net10671,33.22µm
net14445,33.22µm
net29907,33.22µm
net1248,33.21µm
_012639_,33.2µm
_034159_,33.2µm
_040998_,33.2µm
_055460_,33.2µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[196\],33.2µm
net17758,33.2µm
net27938,33.2µm
_040933_,33.185µm
UART_GU_rdata\[23\],33.18µm
_013636_,33.18µm
_021621_,33.18µm
_033234_,33.18µm
_041130_,33.18µm
_045285_,33.18µm
_051886_,33.18µm
cpu_inst.CORE.core_i.cs_registers_i.gen_trigger_regs.tmatch_value_q\[10\],33.18µm
net61655,33.18µm
_028987_,33.16µm
_039809_,33.16µm
_040789_,33.16µm
_049353_,33.16µm
_053742_,33.16µm
cpu_inst.CORE.core_i.ex_stage_i.mult_en_i,33.16µm
yz_bram_ctrl_inst.yz_ram.u_mem.u_mem.g_2k\[2\].u_cell.rdata\[11\],33.16µm
net1572,33.16µm
_017575_,33.155µm
_022805_,33.155µm
cpu_inst.CORE.core_i.cs_registers_i.mhpmcounter_q\[5\],33.145µm
_021810_,33.14µm
_030779_,33.14µm
_042640_,33.14µm
_046977_,33.14µm
_047075_,33.14µm
net62629,33.14µm
_023230_,33.12µm
_026331_,33.12µm
_029642_,33.12µm
_044703_,33.12µm
_051345_,33.12µm
_051964_,33.12µm
data_bram_ctrl_inst.data_ram.u_mem.g_2k\[1\].u_cell.rdata\[28\],33.12µm
net41619,33.12µm
_052483_,33.115µm
_019130_,33.1µm
_023802_,33.1µm
_025711_,33.1µm
_048438_,33.1µm
net2814,33.1µm
net11156,33.1µm
net19686,33.1µm
_009202_,33.08µm
_024396_,33.08µm
_026186_,33.08µm
_027038_,33.08µm
_032094_,33.08µm
_044914_,33.08µm
conv_accelerator_inst.fc_scores\[1\]\[22\],33.08µm
qspi_master_inst.data_byte_size\[1\],33.08µm
net6996,33.08µm
net10706,33.08µm
net27206,33.08µm
net65994,33.08µm
timer_inst.TIM_ARE\[23\],33.065µm
net27356,33.06µm
_010200_,33.055µm
_045011_,33.05µm
_019467_,33.04µm
_024264_,33.04µm
_031307_,33.04µm
_031746_,33.04µm
_038798_,33.04µm
_044354_,33.04µm
net60583,33.04µm
data_bram_ctrl_inst.data_ram.u_mem.g_2k\[1\].u_cell.rdata\[11\],33.03µm
_021017_,33.02µm
_018183_,33µm
_020265_,33µm
_028161_,33µm
_031497_,33µm
_035894_,33µm
net4945,33µm
net14127,33µm
net61049,33µm
net65288,33µm
_022153_,32.98µm
_031728_,32.98µm
_034277_,32.98µm
cpu_inst.CORE.core_i.id_stage_i.register_file_i.mem\[941\],32.98µm
